Foto	Ref.	Dirección	Planta	m²	Nºhab.	Garaje	Precio	Fecha oferta	
	58281	CALLE LAGASCA, 53	2	46,53	1	-	1300,00 €	06/08/2013	
	53713	CALLE LAGASCA, 61	3		1	-	550,00 €	17/12/2012	
	6476	CALLE LAGASCA, 95	3	103	3	-	1850,00 €	13/10/2008	
	45039	CALLE LOMBIA, 5	3º		2	-	750,00 €	25/01/2012	
	37891	CALLE LONDRES, 5	1	39	1	-	570,00 €	10/04/2013	
	28965	CALLE LOPE DE RUEDA, 18	6	49,8	2	-	860,00 €	04/12/2012	
	33184	CALLE MAESTRO ALONSO, 11	4	26,2	2	-	475,00 €	04/07/2013	
	58591	CALLE MAESTRO ALONSO, 17	BAJO	50	1	-	600,00 €	30/08/2013	
	53056	CALLE MARIA DE MOLINA, 44	6	169,3	4	-	1800,00 €	16/11/2012	
	47461	CALLE MARIA TERESA, 23	1	31	1	-	700,00 €	10/04/2012	
	61033	CALLE MARQUES DE MONDEJAR, 5	1	61,86	3	-	800,00 €	20/01/2016	
	62800	CALLE MARTINEZ IZQUIERDO, 53	1	37,59	1	-	550,00 €	27/10/2014	
	58009	CALLE MARTINEZ IZQUIERDO, 76	1	76	2	-	850,00 €	17/07/2013	
	47630	CALLE MONTESA, 34	S	45	2	-	750,00 €	16/04/2012	
	47957	CALLE NUÑEZ DE BALBOA, 115	3	100,56	2	-	1450,00 €	09/05/2012	
	60331	CALLE ORTEGA Y GASSET, 48	6	31,1	2	-	800,00 €	15/01/2014	
	55885	CALLE ORTEGA Y GASSET, 48	7	29	2	-	660,00 €	25/03/2013	
	44394	CALLE OTERO, 2	3	75	3	-	750,00 €	16/09/2013	
	43073	CALLE PADILLA, 39	2	100	2	-	1000,00 €	17/11/2011	
	62898	CALLE PEDRO HEREDIA, 1	3	91	3	-	1300,00 €	25/01/2016	
	63068	CALLE PEDRO HEREDIA, 1	1	59,22	2	-	900,00 €	04/12/2014	
	28674	CALLE PEDRO HEREDIA, 1	1	64,15	2	-	1000,00 €	19/12/2012	
	54937	CALLE PEDRO HEREDIA, 15	1	35,55	2	-	625,00 €	11/02/2013	
	48646	CALLE PEDRO HEREDIA, 24	BAJO	53,64	2	-	650,00 €	22/05/2012	
	48643	CALLE PEDRO HEREDIA, 24	BAJO	45,18	2	-	600,00 €	05/11/2013	
	55130	CALLE PILAR DE ZARAGOZA, 50	1	35,13	1	-	625,00 €	26/03/2014	
	27942	CALLE PILAR DE ZARAGOZA, 62	2	43,55	1	-	700,00 €	09/01/2013	
	44935	CALLE PILAR DE ZARAGOZA, 71	3	29		-	700,00 €	06/08/2014	
	63996	CALLE PILAR ZARAGOZA, 54	2	80,3	3	si	1000,00 €	22/04/2015	
	6053	CALLE PORVENIR, 15	BAJO	112	3	-	950,00 €	08/01/2015	
	63735	CALLE PORVENIR, 16	3	60,28	2	-	850,00 €	13/03/2015	
	46677	CALLE POVEDILLA, 6	3º		5	-	1200,00 €	13/03/2012	
	40056	CALLE POVEDILLA, 7	4	46,8	3	-	850,00 €	25/08/2011	
	179507	CALLE POVEDILLA, 7	ENTLO	52	2	-	695,00 €	06/06/2016	
	53247	CALLE PRINCIPE DE VERGARA, 60	3	70	2	-	1000,00 €	26/11/2012	
	50574	CALLE ROBERTO DOMINGO, 1	3		4	-	1600,00 €	06/08/2012	
	48542	CALLE RUIZ OCAÑA, 1	1	50	2	-	650,00 €	18/05/2012	
	54641	CALLE SANCHO DAVILA, 16	4	59,37	1	-	750,00 €	29/01/2013	
	47657	CALLE SANCHO DAVILA, 16	3	62,5	3	-	920,00 €	16/04/2012	
	48627	CALLE SANCHO DAVILA, 20	3	51,87	2	-	850,00 €	22/05/2012	
	32320	CALLE SANCHO DAVILA, 24	3	61	2	-	800,00 €	03/03/2015	
	57548	CALLE SANCHO DAVILA, 24	1	61,5	3	-	750,00 €	18/06/2013	
	46243	CALLE SANCHO DAVILA, 34	3	52,5	2	-	800,00 €	01/03/2012	
	50244	CALLE VILLAFRANCA, 22	2	63,54	2	-	750,00 €	02/07/2015	
	63739	CALLE VILLAFRANCA, 24	2	96,62	4	-	1400,00 €	17/03/2015	
	40659	CALLE VILLAFRANCA, 24	SO	36,54	1	-	650,00 €	13/09/2011	
	65257	CALLE VILLANUEVA, 35	5	70	3	si	1700,00 €	13/11/2015	
	64726	CALLE VIZCONDE DE MATAMALA, 26	2	40,68	1	-	800,00 €	14/08/2015	
	29440	GLORIETA MARIA PIGNATELLI, 1	BJ	46	1	-	600,00 €	24/01/2013	

Foto	Ref.	Dirección	Planta	m²	Nºhab.	Garaje	Precio	Fecha oferta	
	38995	AVENIDA APOSTOLES, 12	BAJO	27,45	1	-	510,00 €	14/01/2014	
	57825	AVENIDA APOSTOLES, 9	3	51,3	3	-	750,00 €	08/07/2013	
	45012	AVENIDA AVIACION, 103	5	79	3	-	650,00 €	25/01/2012	
	57559	AVENIDA FUENTE DE LIMA, 1	6	69,94	2	-	650,00 €	18/06/2013	
	56238	AVENIDA GENERAL FANJUL, 105	1	56,7	3	-	750,00 €	11/04/2013	
	1077	AVENIDA GENERAL FANJUL, 108	3	52,51	3	-	575,00 €	28/05/2013	
	62385	AVENIDA GENERAL FANJUL, 11	6	61,77	3	-	600,00 €	02/09/2014	
	59222	AVENIDA GENERAL FANJUL, 119	2	57,1	3	-	600,00 €	08/10/2013	
	179466	AVENIDA GENERAL FANJUL, 119	4	70	2	-	620,00 €	21/03/2016	
	53402	AVENIDA GENERAL FANJUL, 136	4	45,47	2	-	650,00 €	04/12/2012	
	52323	AVENIDA GENERAL FANJUL, 38	BJ	47	2	-	550,00 €	05/12/2013	
	58812	AVENIDA NUESTRA SEÑORA DE FATIMA, 86	6	85,87	4	si	740,00 €	12/09/2013	
	45531	AVENIDA PADRE PIQUER, 27	3	68,7	3	-	625,00 €	09/02/2012	
	53371	AVENIDA PADRE PIQUER, 47	BJ	78,03	4	-	750,00 €	30/11/2012	
	58168	AVENIDA PADRE PIQUER, 50	BJ	56,54	2	-	530,00 €	29/07/2013	
	62700	AVENIDA PADRE PIQUER, 50	B	56,55	2	-	520,00 €	13/10/2014	
	60277	AVENIDA PORTUGAL, 177	8	97,29	3	-	750,00 €	10/01/2014	
	10534	AVENIDA RAFAEL FINAT, 15	1	50	2	-	650,00 €	19/02/2009	
	61536	AVENIDA RAFAEL FINAT, 21	1	72,16	3	-	750,00 €	09/05/2014	
	55022	AVENIDA RAFAEL FINAT, 7	1	68,17	3	-	600,00 €	13/02/2013	
	18002	CALLE ABEJUELA, 16	1	50	2	-	500,00 €	28/09/2009	
	8042	CALLE ADANERO, 2	2	69	3	-	900,00 €	06/06/2014	
	57148	CALLE ADANERO, 5	1	75,6	2	-	750,00 €	27/05/2013	
	59404	CALLE ALCAZAR DE SAN JUAN, 1	ST	45,82	2	-	400,00 €	17/10/2013	
	52607	CALLE ALEJANDRINA MORAN, 15	B	44,1	2	-	600,00 €	30/10/2012	
	59606	CALLE ALEJANDRINA MORAN, 16	4	65,94	3	-	600,00 €	04/11/2013	
	53208	CALLE ALGABA, 4	2º	63	3	si	525,00 €	10/08/2015	
	61460	CALLE ALMAZAN, 12	2º	59	3	-	600,00 €	29/04/2014	
	49754	CALLE ALMAZAN, 31	6		4	-	1000,00 €	03/07/2012	
	52068	CALLE ALVERJA, 5	3	87	3	-	780,00 €	09/10/2012	
	64287	CALLE AMPARO, 43	3º	18,18	1	-	375,00 €	05/06/2015	
	57464	CALLE ANSAR, 27	2	58	3	-	700,00 €	12/06/2013	
	54856	CALLE ANTILLON, 9	2	52	2	-	600,00 €	31/03/2015	
	6903	CALLE ANTONIO ULLOA, 21	2	74	3	-	600,00 €	30/08/2013	
	27782	CALLE ANTONIO ZAMORA, 65	BAJO	50	2	-	500,00 €	10/08/2010	
	27902	CALLE ARAMIS, 20	B	37,36	3	-	550,00 €	14/01/2014	
	65710	CALLE ARAMIS, 3	1	50	2	si	700,00 €	11/02/2016	
	48129	CALLE ARENAS DE SAN PEDRO, 44		106,89	3	si	925,00 €	03/05/2012	
	55796	CALLE ARGUMOSA, 8	2	45	3	-	700,00 €	20/03/2013	
	55790	CALLE ARIZA, 130	4	78,67	3	-	600,00 €	02/04/2013	
	47824	CALLE ATHOS, 21	2	45	2	-	500,00 €	08/01/2016	
	30159	CALLE ATHOS, 51	BAJO	81,72	3	-	599,00 €	21/03/2016	
	29904	CALLE ATHOS, 7	BJ	43,35	3	-	450,00 €	14/10/2014	
	47961	CALLE AZOR, 11	5	50	3	-	750,00 €	25/04/2012	
	60768	CALLE AZOR, 6	4	45,37	3	-	550,00 €	04/03/2014	
	35305	CALLE BAENA, 3	3	53,11	1	-	690,00 €	05/01/2015	
	35878	CALLE BARRAFON, 26	1	57,74	3	-	600,00 €	14/05/2014	
	21917	CALLE BARRAFON, 29	3	57,32	2	-	700,00 €	30/09/2015	
	61238	CALLE BARRAFON, 42	3	41	3	-	500,00 €	04/04/2014	
	49321	CALLE BARRIONUEVO, 8	BJ	30,25	1	-	500,00 €	25/07/2013	
	49305	CALLE BENICASIM, 2	4	36	1	-	500,00 €	14/06/2012	
	53879	CALLE BENICASIM, 2	4	34	1	-	550,00 €	02/12/2014	
	29807	CALLE BENICASSIM, 2	2	34,94	1	-	500,00 €	14/10/2015	
	53973	CALLE BERLANAS, 3	3	65,9	2	si	850,00 €	02/01/2013	
	55879	CALLE BERNARDINA GARCIA, 36	1		2	-	600,00 €	25/03/2013	
	59839	CALLE BERNARDINA GARCIA, 4	1	40,14	2	-	600,00 €	20/11/2013	
	51757	CALLE BERNARDINA GARCIA, 46	BJ	54	1	-	600,00 €	26/09/2012	
	39704	CALLE BORJA, 1	6º	63	2	-	600,00 €	19/09/2011	
	50179	CALLE CALATRAVA, 7	4	37	1	-	650,00 €	18/07/2012	
	60138	CALLE CALLE CHISPEROS, 5	B	35,88	1	-	470,00 €	23/12/2013	
	54585	CALLE CALLE DE SAN LEON, 8	1	57,8	3	-	550,00 €	25/01/2013	
	37371	CALLE CAMARENA, 100	7	72	3	-	690,00 €	18/08/2015	
	10428	CALLE CAMARENA, 100	9	79,53	3	-	650,00 €	06/06/2014	
	7138	CALLE CAMARENA, 100	4	79,5	3	-	650,00 €	16/06/2014	
	28047	CALLE CAMARENA, 111	8	87	4	si	850,00 €	19/10/2011	
	55288	CALLE CAMARENA, 120	4	54,67	2	-	550,00 €	25/02/2013	
	53505	CALLE CAMARENA, 123	5	90	3	-	800,00 €	07/12/2012	
	44567	CALLE CAMARENA, 128	2	65	2	-	500,00 €	19/01/2012	
	61010	CALLE CAMARENA, 138	4	56,47	2	-	550,00 €	23/04/2015	
	48154	CALLE CAMARENA, 154	3º		2	-	650,00 €	03/05/2012	
	55937	CALLE CAMARENA, 184	BAJO	56,47	2	-	500,00 €	26/03/2013	
	26901	CALLE CAMARENA, 190	5	60,75	3	-	500,00 €	18/03/2015	
	18289	CALLE CAMARENA, 218	1	53,53	3	-	625,00 €	17/10/2012	
	35613	CALLE CAMARENA, 220	5	61	3	si	650,00 €	15/10/2014	
	54247	CALLE CAMARENA, 223	4º	66,51	3	si	700,00 €	14/01/2013	
	179357	CALLE CAMARENA, 238	1º	65	2	-	600,00 €	25/02/2016	
	49705	CALLE CAMARENA, 296	4	60,75	2	-	600,00 €	29/06/2012	
	36818	CALLE CAMARENA, 316	3	60,65	2	-	650,00 €	03/07/2015	
	65563	CALLE CAMARENA, 316	1	60,75	2	-	600,00 €	15/01/2016	
	7583	CALLE CAMARENA, 322	4	60	3	-	680,00 €	26/02/2013	
	18764	CALLE CAMARENA, 75	3	116,59	4	-	875,00 €	14/08/2015	
	64587	CALLE CAMARENA, 75	2	104,93	4	-	800,00 €	17/07/2015	
	43669	CALLE CAMARENA, 93 BIS	3	92	3	si	1050,00 €	09/12/2011	
	59008	CALLE CARABELOS, 27	3	42,3	2	-	680,00 €	27/09/2013	
	179400	CALLE CARABIAS, 18	1	46	2	-	650,00 €	03/03/2016	
	45438	CALLE CARABIAS, 20	1	39,79	2	-	450,00 €	04/04/2014	
	62923	CALLE CARABIAS, 20	2	3979	2	-	480,00 €	14/11/2014	
	30459	CALLE CARAMUEL, 20	3	57	3	-	600,00 €	13/03/2014	
	62295	CALLE CARAMUEL, 23	4	45,27	1	-	600,00 €	18/08/2014	
	49434	CALLE CARAMUEL, 40	1	54	2	-	800,00 €	20/06/2012	
	5305	CALLE CARAZO, 6	3	48	3	-	650,00 €	07/05/2014	
	48064	CALLE CARDAÑO, 8	1	62	3	-	670,00 €	30/04/2012	
	52028	CALLE CARDENAL MENDOZA, 15	1	54	3	-	650,00 €	08/10/2012	
	20315	CALLE CARDENAL MENDOZA, 29	BAJO	51,1	2	-	570,00 €	17/03/2015	
	31661	CALLE CARDENAL MENDOZA, 32	2	90	3	-	650,00 €	05/06/2014	
	40665	CALLE CARDENAL MENDOZA, 59	3	39,93	2	-	600,00 €	13/09/2011	
	44230	CALLE CARLINA, 8	12	77,22	3	-	720,00 €	29/12/2011	
	15096	CALLE CARLINA, 8	8	77	3	-	750,00 €	11/05/2015	
	65024	CALLE CARLINAQ, 5	3	61,81	2	-	790,00 €	06/10/2015	
	39383	CALLE CARLOS DOMINGO, 21	2	35	2	-	450,00 €	19/12/2014	
	57809	CALLE CARLOS FUENTES, 59	1	36	2	-	550,00 €	05/07/2013	
	47906	CALLE CARLOS FUENTES, 67	2	53,37	2	si	700,00 €	24/04/2012	
	56369	CALLE CARRETERA DE BOADILLA DEL MONTE, 44	1	170	5	-	1200,00 €	18/04/2013	
	28253	CALLE CARRETERA DE CARABANCHEL A ARAVACA, 5	BAJO	96,91	3	-	750,00 €	02/10/2012	
	51011	CALLE CARTAYA, 13	BJ	55,39	2	-	600,00 €	30/08/2012	
	57240	CALLE CARTAYA, 3	4	46,76	2	-	500,00 €	31/05/2013	
	59260	CALLE CARTAYA, 5	3	44,21	2	-	550,00 €	09/10/2013	
	44720	CALLE CASTROSERNA, 35	3	64,67	2	si	800,00 €	07/08/2014	
	29665	CALLE CASTUERA, 23	B	31,8	1	-	500,00 €	13/10/2010	
	56461	CALLE CASTUERA, 3	2	38	2	-	520,00 €	23/04/2013	
	59000	CALLE CEBREROS, 105	BAJO	69,2	3	-	750,00 €	24/09/2013	
	51004	CALLE CEBREROS, 112	1	48,55	2	-	500,00 €	24/07/2013	
	61343	CALLE CEBREROS, 152	9	94	3	-	675,00 €	15/04/2014	
	60242	CALLE CEBREROS, 60	5	55,62	2	-	610,00 €	08/01/2014	
	55714	CALLE CEBREROS, 63	2	57	3	-	600,00 €	14/03/2013	
	52399	CALLE CEBREROS, 64	2		3	-	590,00 €	23/10/2012	
	59850	CALLE CEBREROS, 64	4	70,02	3	-	600,00 €	21/11/2013	
	57143	CALLE CEBREROS, 85	4	59,58	2	-	600,00 €	27/05/2013	
	46420	CALLE CEBREROS, 88	3º		2	-	700,00 €	06/03/2012	
	44859	CALLE CEBREROS, 92	1	61,81	2	-	700,00 €	20/01/2012	
	31795	CALLE CEFERINO AVILA, 23	2	54,93	2	si	580,00 €	08/11/2013	
	41238	CALLE CERRO BERMEJO, 18	1	59	2	-	600,00 €	18/11/2013	
	48137	CALLE CHIRIMOYA, 21	1		2	si	600,00 €	03/05/2012	
	61628	CALLE CHISPEROS, 21	1	31,56	1	-	480,00 €	21/05/2014	
	54263	CALLE CINE, 13	BAJO	42	2	-	550,00 €	21/01/2013	
	46083	CALLE CINE, 37	1	50,81	2	si	565,00 €	27/02/2012	
	44254	CALLE CLARINETES, 1	3	67	2	si	900,00 €	30/12/2011	
	53312	CALLE CLAUDIO SANCHEZ ALBORNOZ, 27	3	46,5	2	-	500,00 €	27/11/2012	
	52427	CALLE COBOS DE SEGOVIA, 7	2	54	1	-	750,00 €	23/10/2012	
	65091	CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 12	4	61,92	2	-	600,00 €	19/10/2015	
	61038	CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 44	1º	109	4	-	800,00 €	17/03/2014	
	46850	CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 68	2	72,67	3	si	700,00 €	05/06/2013	
	61447	CALLE CONCEJAL FRANCISCO JOSE JIMENEZ MARTIN, 72	3	72,01	3	si	768,00 €	29/04/2014	
	56799	CALLE CORIA, 10	2	56,09	2	-	575,00 €	02/07/2014	
	25655	CALLE COSTANILLA DE SAN ANDRES, 14	2	105	4	-	1300,00 €	02/10/2014	
	61120	CALLE CR DE BOADILLA DEL MONTE, 17	1º	79	4	-	650,00 €	25/03/2014	
	57341	CALLE CUART DE POBLET, 33	4	59,87	3	-	650,00 €	06/06/2013	
	63517	CALLE CUART DE POBLET, 69	2	62,95	3	-	600,00 €	10/02/2015	
	51090	CALLE CUART DE POBLET, 87	BJ	75,52	3	-	700,00 €	04/09/2012	
	50517	CALLE DANIEL SEGOVIA, 41	1	63,98	2	si	750,00 €	02/08/2012	
	55506	CALLE DANIEL SEGOVIA, 41	3	56,88	2	si	840,00 €	06/03/2013	
	64268	CALLE DE LOS OLIVOS, 96	3	77,19	3	-	600,00 €	02/06/2015	
	15961	CALLE DEL ANSAR, 2	BAJO	67,9	2	si	800,00 €	10/06/2014	
	45440	CALLE DEL GENERAL ROMERO BASART, 137	2	70,54	3	-	700,00 €	07/02/2012	
	65397	CALLE DOCTOR BLANCO SOLER, 11	2º	63,4	3	-	700,00 €	22/12/2015	
	38988	CALLE DOCTOR BLANCO SOLER, 5	7º	76,24	3	-	600,00 €	04/12/2013	
	31328	CALLE DOMINGO DE ZAIZITA, 7	PB	30,31	1	-	500,00 €	03/07/2013	
	48538	CALLE DOÑA BERENGUELA, 43	2	53	2	-	800,00 €	17/05/2012	
	54099	CALLE DOÑA MENCIA, 38	1	40,5	1	-	550,00 €	05/02/2015	
	46936	CALLE DOÑA URRACA, 23	1		2	-	500,00 €	22/03/2012	
	33035	CALLE DOÑA URRACA, 43	2	45,864	3	-	630,00 €	25/01/2016	
	48667	CALLE DOÑA URRACA, 45	2	33	2	-	600,00 €	23/10/2013	
	62007	CALLE DOS (CAMPAMENTO), 22	3	57,38	2	-	730,00 €	07/07/2014	
	44354	CALLE DOS, 7	3	50	2	si	750,00 €	03/01/2012	
	57002	CALLE DOS, 7	1	50,16	2	si	750,00 €	17/05/2013	
	354	CALLE DUQUESA DE PARCENT, 100	3	62,95	3	-	600,00 €	17/02/2016	
	54448	CALLE ENRIQUE BORRAS, 1	2	42	2	-	550,00 €	21/01/2013	
	42206	CALLE ENRIQUE BORRAS, 15	2	60	3	-	600,00 €	16/10/2014	
	43077	CALLE ERMITA DEL SANTO, 23	4	54	3	-	750,00 €	17/11/2011	
	1979	CALLE ESCALONA, 16	BAJO	57	3	-	600,00 €	09/06/2015	
	63453	CALLE ESCALONA, 26	3	57,7	3	-	650,00 €	03/02/2015	
	14362	CALLE ESCALONA, 54	1	52,32	3	-	550,00 €	18/02/2014	
	56058	CALLE ESCALONA, 82	10	67	3	-	625,00 €	04/04/2013	
	44418	CALLE ESCALONA, 9	4	52,32	3	-	500,00 €	17/02/2014	
	51569	CALLE FAUSTINO OSORIO, 17	2	49,5	3	-	600,00 €	18/09/2012	
	2021	CALLE FAUSTINO OSORIO, 38	1	75	2	-	725,00 €	14/08/2015	
	47597	CALLE FAUSTINO OSORIO, 50	3º	82,59	4	si	950,00 €	13/04/2012	
	49029	CALLE FEDERICO MAYO, 11	4	76,77	3	-	750,00 €	05/06/2012	
	18301	CALLE FEDERICO MAYO, 9	3	90	3	-	1000,00 €	09/06/2014	
	36204	CALLE FLAUTAS, 54	1	48,99	1	si	600,00 €	21/03/2013	
	57717	CALLE FONTIVEROS, 14	BJ	50,41	1	-	520,00 €	28/06/2013	
	54117	CALLE FORTUNA, 18	3	64	3	-	650,00 €	09/01/2013	
	45268	CALLE FRAY JOSE CERDEIRIÑA, 15	1	54,45	2	-	500,00 €	29/09/2015	
	45112	CALLE FRAY JOSE CERDEIRIÑA, 15	3º		3	-	700,00 €	27/01/2012	
	57637	CALLE FRAY JOSE CERDEIRIÑA, 16	4	54,39	2	-	550,00 €	24/06/2013	
	53086	CALLE FRAY JOSE CERDEIRIÑA, 21	6	61,44	2	-	600,00 €	23/01/2014	
	27300	CALLE FRAY JOSE CERDEIRIÑA, 24	4	54,53	2	-	450,00 €	15/10/2014	
	61637	CALLE FRAY JOSE CERDEIRIÑA, 43	5	69,56	3	-	550,00 €	21/05/2014	
	29267	CALLE FRAY JOSE DE CERDEIRIÑA, 16	BAJO	40	2	-	500,00 €	14/06/2013	
	56661	CALLE FRAY JOSE DE CERDEIRIÑA, 20	5	72,063	3	-	700,00 €	03/05/2013	
	37814	CALLE FRAY JOSE DE CERDEIRIÑA, 33	2	63	2	-	550,00 €	19/05/2014	
	5590	CALLE FUENDETODOS, 28	BAJO	55	2	-	550,00 €	02/12/2015	
	23838	CALLE FUENTE DE LIMA, 21	6	62,84	2	-	600,00 €	28/05/2014	
	64138	CALLE FUENTE DE LIMA, 42	3º	56,55	2	-	600,00 €	13/05/2015	
	57765	CALLE FUENTE DEL TIRO, 30	3	55	2	-	500,00 €	03/07/2013	
	23657	CALLE FUENTESAUCO, 20	3	94	4	-	800,00 €	08/05/2014	
	45054	CALLE FUENTESAUCO, 7	2	60	3	-	725,00 €	26/01/2012	
	58333	CALLE FUENTESAUCO, 9	4	50,8	3	-	550,00 €	08/08/2013	
	18035	CALLE FUERTE DE NAVIDAD, 32	4	68	3	-	625,00 €	20/03/2014	
	25051	CALLE GALIANA, 14	5	45	2	-	650,00 €	26/11/2015	
	5346	CALLE GALIANA, 3	1	80	3	-	900,00 €	08/09/2008	
	43496	CALLE GALICIA, 35	4	49	2	-	500,00 €	10/02/2014	
	46573	CALLE GALLUR, 107	4	99,5	4	-	600,00 €	09/03/2012	
	57971	CALLE GALVEZ, 5	3	65,37	3	-	500,00 €	15/07/2013	
	63469	CALLE GANCO, 8	1	60	3	si	550,00 €	04/02/2015	
	60023	CALLE GANDO, 1	2	73	3	-	600,00 €	10/12/2013	
	29601	CALLE GANDO, 8	2	61,77	2	si	720,00 €	26/08/2013	
	63392	CALLE GENERAL GARCIA ESCAMEZ, 36	2	77,76	3	-	600,00 €	23/01/2015	
	57298	CALLE GENERAL MILLAN ASTRAY, 31	2	74,7	3	si	700,00 €	04/06/2013	
	50329	CALLE GENERAL MILLAN ASTRAY, 62	3	68	3	-	600,00 €	25/07/2012	
	48979	CALLE GENERAL ROMERO BASART, 121	3	54,32	3	-	650,00 €	04/06/2012	
	13656	CALLE GENERAL ROMERO BASART, 38	2	72,61	3	-	625,00 €	12/06/2012	
	52463	CALLE GENERAL ROMERO BASART, 6	1	62	3	-	650,00 €	25/10/2012	
	42916	CALLE GENERAL ROMERO BASART, 68	6	86,47	3	-	650,00 €	15/01/2014	
	50775	CALLE GENERAL ROMERO BASART, 82	3	74,7	3	-	700,00 €	17/08/2012	
	62443	CALLE GENERAL ROMERO BASART, 86	3	89	3	si	800,00 €	09/09/2014	
	64045	CALLE GENERAL ROMERO BASART, 99	BJ	53,64	2	-	550,00 €	30/04/2015	
	40174	CALLE GRANDEZA ESPAÑOLA, 14	3	32,86	2	-	850,00 €	04/03/2013	
	63725	CALLE GREGORIO VACAS, 10	B	28,45	1	-	520,00 €	13/03/2015	
	24646	CALLE HERMINIO PUERTAS, 11	2	30	1	-	550,00 €	31/07/2013	
	63474	CALLE HERMINIO PUERTAS, 24	2	79,2	3	-	700,00 €	05/02/2015	
	45865	CALLE HERMINIO PUERTAS, 74	3	52,69	2	-	650,00 €	20/02/2012	
	50286	CALLE HIGUERAS, 17	1º	42,3	3	-	600,00 €	07/08/2014	
	56403	CALLE HIGUERAS, 30	2	40,91	2	-	500,00 €	18/04/2013	
	50515	CALLE HIGUERAS, 41	2	48,78	2	-	550,00 €	01/08/2012	
	16595	CALLE HILARIO SANGRADOR, 18	2	53,74	2	si	720,00 €	03/10/2014	
	50891	CALLE HURTUMPASCUAL, 7	1	79,03	4	-	850,00 €	01/08/2014	
	48518	CALLE HURTUMPASCUAL, 7	2	67,8	3	si	721,00 €	18/05/2012	
	57273	CALLE ILLESCAS, 127	1	61,02	3	-	800,00 €	03/06/2013	
	55849	CALLE ILLESCAS, 135	2	69,69	3	-	550,00 €	22/03/2013	
	61765	CALLE ILLESCAS, 16	6	67,91	3	-	675,00 €	04/06/2014	
	54449	CALLE ILLESCAS, 187	1	68,34	3	si	780,00 €	21/01/2013	
	30232	CALLE ILLESCAS, 207	3	69,732	3	si	700,00 €	03/02/2014	
	59791	CALLE ILLESCAS, 211	9		3	-	650,00 €	15/11/2013	
	25674	CALLE ILLESCAS, 211	10	66	3	-	750,00 €	07/11/2014	
	45126	CALLE ILLESCAS, 39	9	65	3	-	700,00 €	27/01/2012	
	52908	CALLE ILLESCAS, 64	5	60,75	2	-	500,00 €	12/11/2012	
	50549	CALLE ILLESCAS, 64	4	60	2	-	650,00 €	03/08/2012	
	54429	CALLE ILLESCAS, 76	1	65	2	si	750,00 €	21/01/2013	
	43369	CALLE ILLESCAS, 89	2º		3	-	600,00 €	28/11/2011	
	61842	CALLE ILLESCAS, 97	3	62,42	3	-	600,00 €	13/06/2014	
	52973	CALLE JAIME TERCERO, 8	2	27,52	1	-	500,00 €	14/11/2012	
	7004	CALLE JAIME VERA, 27	3	47	2	-	600,00 €	05/05/2010	
	55881	CALLE JARANDILLA, 1	BJ	64,41	3	-	550,00 €	08/03/2016	
	63893	CALLE JARANDILLA, 8	4	62,71	3	-	600,00 €	06/04/2015	
	65109	CALLE JOSE CADALSO, 130	6	64,79	2	si	750,00 €	23/10/2015	
	39943	CALLE JOSE DE CADALSO, 15	6	77,18	3	-	800,00 €	23/08/2011	
	1997	CALLE JOSE DE CADALSO, 23	1	48	3	-	500,00 €	07/05/2013	
	65161	CALLE JOSE DE CADALSO, 54	3	70	3	-	650,00 €	27/10/2015	
	44537	CALLE JOSE DE CADALSO, 59	11		3	-	700,00 €	10/01/2012	
	46576	CALLE JOSE DE CADALSO, 63	4	70,6	3	-	700,00 €	09/03/2012	
	61801	CALLE JOSE DE CADALSO, 64	3	66	3	si	600,00 €	09/06/2014	
	58581	CALLE JOSE DE CADALSO, 72	1	75,22	3	si	750,00 €	29/08/2013	
	13693	CALLE JOSE MAURELO, 29	5	60,94	2	-	500,00 €	11/07/2013	
	28185	CALLE JOSEFA ALONSO, 4	2	70	3	-	650,00 €	13/01/2016	
	42199	CALLE JUAN TORNERO, 24	1	45	2	-	700,00 €	22/10/2011	
	46003	CALLE LAGUNA, 6	1		3	-	780,00 €	23/02/2012	
	63703	CALLE LAIN CALVO, 26	1	60,11	2	-	550,00 €	11/03/2015	
	8911	CALLE LAS TROMPAS, 28	4	51,26	1	-	525,00 €	03/12/2015	
	17201	CALLE LATINA, 24	1	67	2	-	790,00 €	03/10/2013	
	30151	CALLE LOGROSAN, 4	1	60	3	-	600,00 €	21/08/2013	
	39659	CALLE LOS YEBENES, 136	BAJO	50	2	si	600,00 €	11/11/2011	
	58900	CALLE LOS YEBENES, 146	14	60,75	3	-	700,00 €	18/09/2013	
	64927	CALLE LOS YEBENES, 146	4	77,58	3	-	650,00 €	18/09/2015	
	14505	CALLE LOS YEBENES, 153	4	63	2	-	580,00 €	05/04/2011	
	55023	CALLE LOS YEBENES, 155	4	60,79	2	-	550,00 €	13/02/2013	
	30254	CALLE LOS YEBENES, 171	PB	40	2	-	550,00 €	06/06/2014	
	59670	CALLE LOS YEBENES, 177	4	47	2	-	500,00 €	07/11/2013	
	54087	CALLE LOS YEBENES, 239	10	50,16	3	-	550,00 €	08/01/2013	
	1073	CALLE LOS YEBENES, 255	6	88,72	4	-	900,00 €	12/03/2008	
