Foto	Ref.	Dirección	Planta	m²	Nºhab.	Garaje	Precio	Fecha oferta	
	27317	CALLE LOS YEBENES, 71	2	94,96	4	si	900,00 €	09/04/2013	
	6379	CALLE LOS YEBENES, 97	BAJO	55	2	-	600,00 €	19/12/2012	
	18910	CALLE LUCERO, 28	2	53,3	2	-	425,00 €	05/03/2014	
	54338	CALLE LUCERO, 43	1	49,21	2	-	600,00 €	16/01/2013	
	55537	CALLE MANISES, 5	2	60,01	2	-	500,00 €	24/10/2014	
	18444	CALLE MANUEL GARCIA, 11	1	42,21	1	-	500,00 €	31/01/2013	
	27676	CALLE MAQUEDA, 100	4	60	2	-	600,00 €	21/03/2013	
	54427	CALLE MAQUEDA, 103	9	66,85	2	si	650,00 €	18/01/2013	
	57210	CALLE MAQUEDA, 105	4	69,04	3	-	750,00 €	29/05/2013	
	58837	CALLE MAQUEDA, 109	1	66,85	3	-	625,00 €	16/09/2013	
	36219	CALLE MAQUEDA, 113	2	66,82	3	-	600,00 €	01/04/2011	
	62036	CALLE MAQUEDA, 24	S1	75	2	-	650,00 €	09/07/2014	
	48418	CALLE MAQUEDA, 25	1	94	3	-	900,00 €	14/05/2012	
	53061	CALLE MAQUEDA, 35	2	67,83	3	-	600,00 €	29/05/2014	
	53913	CALLE MAQUEDA, 57	5	58,5	3	-	550,00 €	27/12/2012	
	54238	CALLE MAQUEDA, 84	1º	56,7	3	-	550,00 €	11/01/2013	
	46785	CALLE MAQUIDA, 101	1		3	-	700,00 €	16/03/2012	
	38705	CALLE MARIA DEL CARMEN, 19	3	70	2	-	650,00 €	22/09/2015	
	31044	CALLE MIRABEL, 15	3	57,105	3	-	650,00 €	05/04/2013	
	47489	CALLE MIRABEL, 17	1	65,11	3	-	650,00 €	10/04/2012	
	26182	CALLE MIRABEL, 34	8	46	2	-	550,00 €	30/10/2014	
	43795	CALLE MIRABEL, 8	1	53,26	2	-	600,00 €	13/12/2011	
	24474	CALLE MONSALUPE, 12	BAJO	45,48	1	si	500,00 €	11/03/2015	
	1606	CALLE MONSALUPE, 16	2	73,11	3	si	800,00 €	11/04/2008	
	29926	CALLE MONSALUPE, 18A	4	64,96	3	si	735,13 €	06/10/2014	
	54927	CALLE MONSEÑOR OSCAR ROMERO, 21	BJO	36	1	si	650,00 €	11/02/2013	
	55018	CALLE MONSEÑOR OSCAR ROMERO, 61	1	92,92	4	-	850,00 €	10/06/2014	
	62885	CALLE MORALES, 10	2	43	1	si	675,00 €	07/11/2014	
	55279	CALLE NAVALMORAL DE LA MATA, 15	3	47,36	3	-	550,00 €	25/02/2013	
	39866	CALLE NAVALMORAL DE LA MATA, 21	5	45	2	-	550,00 €	15/07/2015	
	49315	CALLE NAVALMORAL DE LA MATA, 21	1	41,38	2	-	600,00 €	14/06/2012	
	24348	CALLE NAVALMORAL DE LA MATA, 22	4	52,52	3	-	550,00 €	08/05/2014	
	60802	CALLE NAVALMORAL DE LA MATA, 34	3	44,41	2	-	500,00 €	21/02/2014	
	61885	CALLE NAVALMORAL DE LA MATA, 4	1	43,67	3	-	500,00 €	18/06/2014	
	59887	CALLE NAVALMORAL DE LA MATA, 40	2	39,6	2	-	550,00 €	28/11/2013	
	48311	CALLE NAVAMORAL DE LA MATA, 24	BAJO	38	2	-	480,00 €	10/05/2012	
	1708	CALLE NAVAS DEL REY, 26	1	45,57	2	-	650,00 €	18/09/2012	
	61933	CALLE NAVAS DEL REY, 36	4	46	2	-	700,00 €	25/06/2014	
	53447	CALLE NAVAS DEL REY, 55	1	53	2	-	700,00 €	04/12/2012	
	8689	CALLE NAVAS DEL REY, 76		83,7	4	-	850,00 €	31/01/2014	
	47	CALLE NAVIA, 9G	3	73,13	3	-	758,00 €	11/01/2013	
	65371	CALLE NEGUILLA, 3	1	45,17	2	-	700,00 €	10/12/2015	
	53066	CALLE NEGUILLA, 6	6	53,07	2	-	800,00 €	16/11/2012	
	12231	CALLE OCAÑA, 107	2	62,6	3	-	650,00 €	15/03/2013	
	56839	CALLE OCAÑA, 110	2	59,22	3	si	850,00 €	10/05/2013	
	26567	CALLE OCAÑA, 117	1	62,6	3	-	650,00 €	14/02/2014	
	4389	CALLE OCAÑA, 131	3	62,9	3	-	500,00 €	15/02/2013	
	45016	CALLE OCAÑA, 137	BJO	48,92	3	-	650,00 €	25/01/2012	
	64383	CALLE OCAÑA, 197	1	60	3	-	600,00 €	18/06/2015	
	63402	CALLE OCAÑA, 68	3º	59,74	3	-	600,00 €	26/01/2015	
	15697	CALLE OLIVA DE PLASENSIA, 2	4	60	3	-	620,00 €	16/09/2013	
	54812	CALLE OLIVILLO, 17	2	38,26	1	-	650,00 €	05/02/2013	
	47222	CALLE OSO, 13	4	28,8	1	-	470,00 €	09/06/2014	
	65334	CALLE PABLO SARASATE, 14	5º	83	3	-	700,00 €	30/11/2015	
	61229	CALLE PASCUAL RODRIGUEZ, 12	3	63	3	-	650,00 €	03/04/2014	
	13956	CALLE PASEO EXTREMADURA, 140	3	27,93	1	-	400,00 €	07/03/2011	
	64733	CALLE PASTOR MURIEL, 4	1	66,25	3	-	750,00 €	14/08/2015	
	55456	CALLE PEDRO DE REPIDE, 16	3	35,03	1	-	550,00 €	04/03/2013	
	28378	CALLE PERICLES, 31	2	45	2	-	585,00 €	27/09/2012	
	52516	CALLE PICAZA, 9	3	48,19	2	-	580,00 €	02/11/2012	
	49272	CALLE POZOBLANCO, 7	2	60,11	3	-	700,00 €	13/06/2012	
	63295	CALLE PRIEGO, 2	B	26,14	1	-	550,00 €	25/02/2016	
	59783	CALLE PROGRESO, 9	4	65,5	2	-	600,00 €	14/11/2013	
	19244	CALLE QUERO, 11	8	66	3	-	600,00 €	09/10/2014	
	35330	CALLE QUERO, 43	2	52	3	-	700,00 €	25/11/2013	
	45727	CALLE QUERO, 53	2	65	2	-	650,00 €	15/02/2012	
	51466	CALLE QUERO, 63	9		2	-	790,00 €	13/09/2012	
	46621	CALLE QUERO, 7	7	50	3	-	550,00 €	12/03/2012	
	28984	CALLE QUERO, 7	6	54,5	3	-	750,00 €	22/09/2010	
	55894	CALLE QUERO, 93	8	46,8	2	-	550,00 €	25/03/2013	
	62890	CALLE RAFAEL FINAT, 103	6	70	3	si	670,00 €	07/11/2014	
	43830	CALLE RAFAEL FINAT, 109	4º	102,69	3	si	650,00 €	04/10/2013	
	31727	CALLE RAFAEL FINAT, 13	3	74	2	-	750,00 €	06/06/2014	
	56515	CALLE RAFAEL FINAT, 15	5	65	2	-	570,00 €	24/04/2013	
	26107	CALLE RAFAEL FINAT, 40	14	73,52	2	-	650,00 €	20/08/2015	
	57707	CALLE RAFAEL FINAT, 40	10	66,16	3	-	650,00 €	28/06/2013	
	30676	CALLE RAFAEL FINAT, 69	1	50,148	3	-	550,00 €	05/12/2013	
	46787	CALLE RAFAEL FINAT, 81	1	53,37	3	-	600,00 €	20/04/2012	
	38149	CALLE RAFAEL FINAT, 87	4	50	3	-	600,00 €	28/02/2013	
	60053	CALLE RAFAEL LOPEZ PANDO, 2	3	57,42	3	-	600,00 €	13/12/2013	
	37386	CALLE RAMIRO DE MOLINA, 8	1º	23	1	-	450,00 €	20/01/2014	
	55608	CALLE RAMON AZORIN, 1	1	69,87	3	si	600,00 €	11/03/2013	
	49703	CALLE RAMON AZORIN, 9	1	56	2	si	670,00 €	29/06/2012	
	794	CALLE RIOCABADO, 11	2	70	3	-	600,00 €	13/10/2014	
	49121	CALLE RIOCABADO, 18	4º		3	-	700,00 €	07/06/2012	
	29801	CALLE RUEZA, 13	1º	45	2	-	500,00 €	09/10/2015	
	57956	CALLE RUEZA, 42	2	70,53	3	-	700,00 €	07/08/2013	
	56594	CALLE RUEZA, 8	3	60,53	3	-	650,00 €	29/04/2013	
	33018	CALLE SAAVEDRA FAJARDO, 30	2	62	2	-	660,00 €	27/05/2013	
	9786	CALLE SAGRADOS CORAZONES, 1	2	70	3	-	600,00 €	04/03/2013	
	52188	CALLE SAGRADOS CORAZONES, 10	BAJO	70	3	-	700,00 €	15/10/2012	
	65101	CALLE SAGRADOS CORAZONES, 17	4	68,67	3	-	450,00 €	23/10/2015	
	63398	CALLE SAGRADOS CORAZONES, 20	2	35,15	1	si	500,00 €	26/01/2015	
	47114	CALLE SAGRADOS CORAZONES, 5	3	70	3	-	650,00 €	16/09/2013	
	37533	CALLE SALORINO, 7	BJ	52	3	-	650,00 €	11/06/2014	
	49876	CALLE SAN AMBROSIO, 8	2	67	2	-	650,00 €	10/03/2016	
	62963	CALLE SAN CONRADO, 4	6	75,41	3	-	750,00 €	20/11/2014	
	52609	CALLE SAN CRISPIN, 13	5	72	2	-	700,00 €	30/10/2012	
	54711	CALLE SAN JUAN DE LA MATA, 10	3	89,7	3	-	750,00 €	05/02/2013	
	45581	CALLE SAN JUAN DE MATA, 22	6	89,37	3	-	800,00 €	13/02/2012	
	60060	CALLE SAN ROBERTO, 5	10		3	-	750,00 €	20/12/2013	
	55906	CALLE SAN RUFO, 10	SS	60	3	-	565,00 €	25/03/2013	
	43609	CALLE SAN RUFO, 6	5	73,76	3	-	800,00 €	04/02/2014	
	49269	CALLE SAN TIMOTEO, 1	2	30	1	-	450,00 €	13/06/2012	
	7137	CALLE SANCHIDRIAN, 13	1	93,8	3	si	800,00 €	29/01/2016	
	36510	CALLE SANCHORREJA, 15	7	86	2	si	950,00 €	26/02/2013	
	55737	CALLE SANCHORREJA, 2	PB	43,065	1	-	500,00 €	19/03/2013	
	58683	CALLE SANTA AUREA, 30	1	67	2	si	750,00 €	05/09/2013	
	60103	CALLE SANTA AUREA, 8	3	50,04	3	-	600,00 €	18/12/2013	
	65350	CALLE SANTA MARIA DEL MAR, 1	3	73,21	2	-	625,00 €	01/12/2015	
	15529	CALLE SEDANO, 2	2	49	3	-	700,00 €	08/05/2014	
	52527	CALLE SEDANO, 37	BJAO	40	2	-	600,00 €	26/10/2012	
	43155	CALLE SEDANO, 41	3	60	2	-	580,00 €	04/06/2013	
	55233	CALLE SEGOVIA, 33	4	53,5	1	-	750,00 €	22/02/2013	
	38096	CALLE SEPULVEDA, 140	4	43	2	-	550,00 €	21/10/2013	
	44515	CALLE SEPULVEDA, 212	1		4	-	950,00 €	10/01/2012	
	36943	CALLE SEPULVEDA, 30	BJ	56	2	-	450,00 €	30/10/2014	
	18535	CALLE SEPULVEDA, 49	3	43,16	1	-	550,00 €	27/10/2015	
	542	CALLE SEPULVEDA, 95	1	50	1	-	600,00 €	14/11/2014	
	179444	CALLE SERRADILLA, 7	BJ	38	2	-	475,00 €	14/03/2016	
	6267	CALLE SESEÑA, 27BI	11	57	3	-	600,00 €	11/01/2013	
	62903	CALLE SESEÑA, 31	6º	52,11	3	-	650,00 €	12/11/2014	
	48789	CALLE SESEÑA, 37	BJ	57,53	3	-	550,00 €	13/01/2016	
	55736	CALLE SESEÑA, 41	2	60,3	3	-	600,00 €	14/03/2013	
	1900	CALLE SESEÑA, 46	3	72,15	2	-	950,00 €	05/02/2016	
	60094	CALLE SESEÑA, 47	1	60	3	-	600,00 €	17/12/2013	
	55155	CALLE SESEÑA, 70	1	49,86	2	-	500,00 €	19/02/2013	
	48375	CALLE SEVERINO AZNAR EMBID, 4	BJ	66	2	-	600,00 €	11/05/2012	
	63941	CALLE SON BONET, 4	1º	68,15	3	si	550,00 €	15/04/2015	
	57549	CALLE TEMBLEQUE, 148	4º	66,17	3	-	700,00 €	18/06/2013	
	53698	CALLE TEMBLEQUE, 26	5	58,38	3	-	500,00 €	30/12/2015	
	29143	CALLE TEMBLEQUE, 34	3	57,04	3	-	550,00 €	14/08/2013	
	45082	CALLE TEMBLEQUE, 40	2º	40	3	-	570,00 €	26/01/2012	
	55090	CALLE TEMBLEQUE, 48	4	58,38	3	-	575,00 €	15/02/2013	
	61257	CALLE TEMBLEQUE, 50	9	59,78	3	-	600,00 €	07/04/2014	
	32891	CALLE TEMBLEQUE, 50	12	60,43	3	-	650,00 €	10/07/2014	
	61527	CALLE TEMBLEQUE, 52	9	60	3	-	700,00 €	09/05/2014	
	30862	CALLE TEMBLEQUE, 54	11	59,88	3	-	600,00 €	13/01/2012	
	40531	CALLE TEMBLEQUE, 56	1	62,5	3	-	650,00 €	21/05/2014	
	65752	CALLE TEMBLEQUE, 56	6º	64,16	3	-	650,00 €	18/02/2016	
	35861	CALLE TEMBLEQUE, 56	1	64	2	-	650,00 €	11/06/2014	
	52927	CALLE TEMBLEQUE, 56	8	71	3	-	650,00 €	13/11/2012	
	64723	CALLE TEMBLEQUE, 60	1	75	2	si	775,00 €	13/08/2015	
	58730	CALLE TEMBLEQUE, 66	3	59,4	3	-	600,00 €	09/09/2013	
	46458	CALLE TEMBLEQUE, 74	1	65,22	3	-	700,00 €	08/03/2012	
	58156	CALLE TOLEDO, 81	1	51	1	-	650,00 €	26/07/2013	
	14940	CALLE TRIUNFO, 12	2	70	2	-	580,00 €	08/10/2015	
	56933	CALLE TROMPAS, 24	1	51,66	2	si	750,00 €	05/02/2014	
	59398	CALLE TROMPAS, 3	2	94,16	4	si	1000,00 €	08/11/2013	
	59969	CALLE TROMPAS, 32	4	72	2	si	800,00 €	04/12/2013	
	44864	CALLE TUCAN, 3	2	53,47	2	-	650,00 €	10/09/2015	
	179345	CALLE TURACO, 13	2	43	1	-	600,00 €	25/02/2016	
	45631	CALLE TURACO, 4	2	80	3	si	1000,00 €	05/09/2012	
	11165	CALLE VALLE INCLAN, 45	4	59,31	2	-	580,00 €	14/01/2014	
	44722	CALLE VALLE INCLAN, 51	2	53	2	-	480,00 €	08/03/2013	
	39872	CALLE VALLE INCLAN, 65	6	98	4	-	900,00 €	19/05/2014	
	61310	CALLE VALMOJADO, 145	2	54,67	3	-	600,00 €	14/04/2014	
	51140	CALLE VALMOJADO, 169	4		2	-	700,00 €	05/09/2012	
	60265	CALLE VALMOJADO, 179	5º	53	2	-	450,00 €	06/08/2014	
	52194	CALLE VALMOJADO, 181	3	58,5	2	-	600,00 €	15/10/2012	
	28313	CALLE VALMOJADO, 191	BAJO	45,52	1	-	450,00 €	04/01/2016	
	179428	CALLE VALMOJADO, 199	1	6,47	2	-	550,00 €	10/03/2016	
	55420	CALLE VALMOJADO, 203	2	65	2	-	550,00 €	14/03/2013	
	58743	CALLE VALMOJADO, 213	1	54,58	2	-	550,00 €	03/04/2014	
	58166	CALLE VALMOJADO, 217	4	56,47	3	-	500,00 €	19/11/2015	
	56929	CALLE VALMOJADO, 235	3	60,75	2	-	550,00 €	15/05/2013	
	8566	CALLE VALMOJADO, 239	5	60,75	2	-	490,00 €	01/06/2015	
	55303	CALLE VALMOJADO, 243	1	60	2	si	600,00 €	26/02/2013	
	39481	CALLE VALMOJADO, 271	1	65	2	-	550,00 €	20/05/2014	
	62762	CALLE VALMOJADO, 283	1	55	2	-	550,00 €	21/10/2014	
	26051	CALLE VALMOJADO, 293	2	71,75	3	-	750,00 €	14/06/2010	
	20514	CALLE VALMOJADO, 57	5	110,7	4	si	750,00 €	11/03/2016	
	291	CALLE VALMOJADO, 69	5	84,65	3	-	750,00 €	14/10/2009	
	32612	CALLE VALMOJADO, 95	2	97	3	-	700,00 €	09/08/2012	
	47219	CALLE VENTOSA, 27	3	43,68	2	-	800,00 €	01/07/2014	
	52406	CALLE VIA CARPETANA, 322	4	37,17	2	-	600,00 €	23/10/2012	
	56517	CALLE VICENTE CAMARON, 1	3	81	4	-	650,00 €	24/04/2013	
	10740	CALLE VILLAGARCIA, 20	1	75,82	3	-	550,00 €	12/04/2013	
	50624	CALLE VILLAGARCIA, 4	2	53,946	3	si	600,00 €	08/08/2012	
	49886	CALLE VILLAMANIN, 16	5	63,32	3	-	940,00 €	06/07/2012	
	59355	CALLE VILLAMANIN, 17	4	63,38	3	-	695,00 €	13/11/2013	
	59426	CALLE VILLAMANIN, 29	6	77,5	3	-	600,00 €	18/10/2013	
	53100	CALLE VILLAMANIN, 33	6	54,44	2	-	600,00 €	19/11/2012	
	58031	CALLE VILLAMANIN, 35	3	72	3	-	900,00 €	18/07/2013	
	64333	CALLE VILLAMANIN, 39	3	63,44	2	-	580,00 €	12/06/2015	
	37748	CALLE VILLAMANIN, 4	2	64	3	-	580,00 €	21/10/2011	
	47486	CALLE VILLAMANIN, 46	2	75,16	3	-	700,00 €	25/11/2013	
	57778	CALLE VILLAMANIN, 46	7	75,16	3	-	750,00 €	03/07/2013	
	61351	CALLE VILLAMANIN, 48	8	54,41	2	-	600,00 €	16/04/2014	
	65359	CALLE VILLASANDINO, 11	5º	62,46	3	-	650,00 €	15/12/2015	
	51947	CALLE VILLASANDINO, 16	5	62,46	2	-	625,00 €	04/10/2012	
	56945	CALLE VILLASANDINO, 16	3	62	3	-	725,00 €	16/05/2013	
	64118	CALLE VILLASANDINO, 20	3	62,06	3	-	550,00 €	12/05/2015	
	62871	CALLE VILLASANDINO, 40	3º	65,43	3	-	600,00 €	06/11/2014	
	56256	CALLE VILLAVALIENTE, 25	2	63	3	-	750,00 €	11/04/2013	
	13890	CALLE VILLAVALIENTE, 27	4	63,38	3	-	650,00 €	03/08/2010	
	52524	CALLE VILLAVICIOSA, 54	3	56	3	si	700,00 €	09/03/2016	
	17110	CALLE VILLAVICIOSA, 9	2	39,79	2	-	500,00 €	07/08/2014	
	46538	CALLE YEBENES, 175	4º		2	-	550,00 €	09/03/2012	
	58547	CALLE ZAIDA, 20	3	95	2	-	700,00 €	28/08/2013	
	57045	PASAJE DEL LUCERO, 2	2	52,25	3	-	600,00 €	21/05/2013	
	48030	PASAJE EXTREMADURA, 109	1	69,5	3	-	780,00 €	27/04/2012	
	63764	PASEO DE EXTREMADURA, 198	3	55	3	si	700,00 €	17/03/2015	
	39029	PASEO DE EXTREMADURA, 323	BJ	50	2	-	450,00 €	08/11/2013	
	52696	PASEO DE EXTREMADURA, 47	3	52	2	-	600,00 €	05/11/2012	
	64454	PASEO DE EXTREMADURA, 73	2	41	2	-	690,00 €	02/07/2015	
	33107	PASEO DE LOS OLIVOS, 10	3	50,103	2	-	700,00 €	11/06/2014	
	58983	PASEO DE LOS OLIVOS, 72	3	48,12	1	-	590,00 €	24/09/2013	
	64255	PASEO DE LOS OLIVOS, 96	5	80	4	-	600,00 €	01/06/2015	
	32008	PASEO DE LOS OLIVOS, 97	4	66,06	2	-	625,00 €	28/02/2014	
	43589	PASEO DE PERALES, 10	1	63	3	-	550,00 €	04/02/2014	
	48591	PASEO ERMITA DEL SANTO, 16	2	62	3	si	900,00 €	21/05/2012	
	63260	PASEO ERMITA DEL SANTO, 22	2	54,43	2	-	800,00 €	05/01/2015	
	55169	PASEO ERMITA DEL SANTO, 43	2	54	2	-	650,00 €	18/06/2013	
	57034	PASEO ERMITA DEL SANTO, 59	4	56,26	2	-	700,00 €	20/05/2013	
	36686	PASEO EXTEMADURA, 308	BAJO	45	1	-	500,00 €	11/12/2013	
	46395	PASEO EXTREMADURA, 126	1	48,17	2	-	650,00 €	06/03/2012	
	27246	PASEO EXTREMADURA, 129	4	67,35	3	-	700,00 €	08/07/2014	
	62333	PASEO EXTREMADURA, 179	BAJO	71,41	3	-	800,00 €	25/08/2014	
	48688	PASEO EXTREMADURA, 298	3	79,43	3	-	750,00 €	14/11/2013	
	21841	PASEO EXTREMADURA, 43	2	44,95	2	-	500,00 €	17/02/2015	
	52694	PASEO EXTREMADURA, 47	3	52	2	-	600,00 €	05/11/2012	
	60406	PASEO EXTREMADURA, 48	4	53	2	-	600,00 €	21/01/2014	
	50060	PASEO EXTREMADURA, 88	5	66	2	-	990,00 €	13/07/2012	
	14047	PASEO JESUITAS, 22	3	52,84	2	-	650,00 €	10/09/2014	
	45317	PASEO JESUITAS, 52	BJ	41,92	2	-	550,00 €	08/08/2014	
	27417	PASEO JESUITAS, 65	2	70	3	-	650,00 €	26/07/2010	
	22520	PASEO OLIVOS, 81	2	55	2	-	600,00 €	08/06/2015	
	63907	PASEO PATRIARCA EIJO Y GARAY, 4	2	50	2	-	550,00 €	21/12/2015	
	57578	PASEO PERALES, 1	3	40,34	1	si	500,00 €	19/06/2013	
	55417	PLAZA AGUEDA DIEZ, 5	1	39,76	1	-	550,00 €	01/03/2013	
	55154	PLAZA EGRA, 2	2	60,11	3	-	640,00 €	19/02/2013	
	60826	PLAZA FRANCISCANOS, 2	2	65	3	-	650,00 €	24/02/2014	
	35509	PLAZA SANTA TERESITA, 3	BAJO	64,53	2	-	600,00 €	22/08/2014	
	58992	TRAVESÍA VISTILLAS, 11	BJ	16	1	-	350,00 €	24/09/2013	

Foto	Ref.	Dirección	Planta	m²	Nºhab.	Garaje	Precio	Fecha oferta	
	52350	AVENIDA ALBUFERA, 104	1	66	2	-	650,00 €	19/10/2012	
	65744	AVENIDA ALBUFERA, 121	1	40,57	2	-	600,00 €	17/02/2016	
	35196	AVENIDA ALBUFERA, 175	BAJO	61	3	-	500,00 €	23/11/2012	
	45762	AVENIDA ALBUFERA, 19	3	54	2	-	650,00 €	15/02/2012	
	62412	AVENIDA ALBUFERA, 23	1	30,07	2	-	350,00 €	05/09/2014	
	43177	AVENIDA ALBUFERA, 290	3	59,01		-	550,00 €	28/03/2014	
	52364	AVENIDA ALBUFERA, 51	2	71,85	2	-	650,00 €	19/10/2012	
	65682	AVENIDA ALBUFERA, 75	4	72	3	-	750,00 €	05/02/2016	
	3341	AVENIDA BUENOS AIRES, 10	BAJO	55,39	2	-	650,00 €	19/05/2014	
	63765	AVENIDA BUENOS AIRES, 28	BAJO	58	1	-	575,00 €	17/03/2015	
	179411	AVENIDA BUENOS AIRES, 30	1	65	4	-	800,00 €	07/03/2016	
	29259	AVENIDA BUENOS AIRES, 62	3	55	2	-	550,00 €	06/02/2013	
	52496	AVENIDA DE ENTREVIAS, 98	2	75,67	3	-	700,00 €	21/08/2013	
	37297	AVENIDA DE LA ALBUFERA, 31	2	35	2	-	550,00 €	19/03/2014	
	53055	AVENIDA DE LA ALBUFERA, 77	3	44	3	-	550,00 €	16/11/2012	
	53251	AVENIDA DE LA GAVIA, 70	1	72,14	3	si	650,00 €	03/12/2012	
	50258	AVENIDA DE SAN DIEGO, 94	2º	53,93	3	-	530,00 €	20/07/2012	
	41631	AVENIDA ENTREVIAS, 122	3	60,88	3	-	540,00 €	02/03/2016	
	27582	AVENIDA LA GAVIA, 14	2	38,7	1	si	500,00 €	01/12/2014	
	369	AVENIDA MIGUEL HERNANDEZ, 118	9	90	3	-	850,00 €	06/02/2008	
	45896	AVENIDA MONTE IGUELDO, 25	2	56,7	2	-	600,00 €	05/04/2013	
	58323	AVENIDA PABLO NERUDA, 1	5	58	2	si	600,00 €	08/08/2013	
	1214	AVENIDA PABLO NERUDA, 118	1	64,88	2	si	590,00 €	05/08/2013	
	36222	AVENIDA PABLO NERUDA, 12	1	50	3	-	550,00 €	17/09/2013	
	6672	AVENIDA PABLO NERUDA, 13	13	76,81	3	-	725,00 €	06/10/2015	
	29941	AVENIDA PABLO NERUDA, 29	4	54	3	-	500,00 €	10/06/2014	
	3239	AVENIDA PABLO NERUDA, 6	4	50,69	2	-	450,00 €	12/06/2014	
	62771	AVENIDA PABLO NERUDA, 89	2	89,03	4	si	750,00 €	22/10/2014	
	53179	AVENIDA PALOMERAS, 11	1	45	2	-	550,00 €	22/11/2012	
	52667	AVENIDA PALOMERAS, 143	1	63,88	3	-	700,00 €	02/11/2012	
	47551	AVENIDA PALOMERAS, 61	2	51,5	2	-	500,00 €	17/07/2012	
	49554	AVENIDA PALOMERAS, 63	2	50,33	3	-	650,00 €	25/06/2012	
	64602	AVENIDA PALOMERAS, 68	3	73,2	3	si	750,00 €	14/08/2015	
	4127	AVENIDA PARQUE DE PALOMERAS BAJAS, 19	6		1	-	508,21 €	24/10/2012	
	56676	AVENIDA PARQUE DE PALOMERAS BAJAS, 23	3	78	4	si	750,00 €	07/05/2013	
	64005	AVENIDA PARQUE PALOMERAS BAJAS, 19	2	68,05	3	si	750,00 €	27/04/2015	
	54915	AVENIDA PARQUE PALOMERAS BAJAS, 19	6	51,4	2	si	612,00 €	12/02/2013	
	65643	AVENIDA PEÑA PRIETA, 21	1	63	2	si	650,00 €	02/02/2016	
	31235	AVENIDA PEÑA PRIETA, 47	1	29,4	2	-	450,00 €	18/06/2013	
	46055	AVENIDA PEÑA PRIETA, 56	2		1	-	450,00 €	24/02/2012	
	65188	AVENIDA RAFAEL ALBERTI, 18	7	77,25	3	-	650,00 €	29/10/2015	
	44968	AVENIDA SAN DIEGO, 109	2	44,76	2	-	600,00 €	01/08/2012	
	61379	AVENIDA SAN DIEGO, 110	1	67	4	-	725,00 €	22/04/2014	
	62159	AVENIDA SAN DIEGO, 124	1	26,1	1	-	500,00 €	25/07/2014	
	48235	AVENIDA SAN DIEGO, 27	3	46	2	-	600,00 €	08/05/2012	
	47559	AVENIDA SAN DIEGO, 43	3	35	1	-	470,00 €	11/09/2013	
	55786	AVENIDA SAN DIEGO, 43	3	36,5	1	-	500,00 €	19/03/2013	
	43382	AVENIDA SAN DIEGO, 7	1	40	2	-	450,00 €	20/08/2013	
	36541	CALLE ADRADA DE HAZA, 2	3	68,06	3	-	550,00 €	06/11/2013	
	12827	CALLE ALCALA DE GUADAIRA, 2	6	83	3	-	700,00 €	20/04/2009	
	33176	CALLE ALCALA DE GUADAIRA, 57	3	50,4	2	-	525,00 €	01/04/2014	
	55629	CALLE ALFONSO XIII, 13	2	46	2	-	550,00 €	12/03/2013	
	49137	CALLE ALFONSO XIII, 2	2	48,18	3	-	650,00 €	07/06/2012	
	46797	CALLE ALFREDO CASTRO CAMBA, 28	1	34	1	-	500,00 €	16/03/2012	
	55542	CALLE ALGUACIL, 3	2	34,97	1	si	650,00 €	07/03/2013	
	54652	CALLE ALMANSA, 21	3	36	2	-	500,00 €	29/01/2013	
	6900	CALLE ALMOGIA, 8	4	49,65	3	-	600,00 €	05/08/2009	
	54496	CALLE ALMOGIA, 8	BAJO	50,36	2	-	500,00 €	22/01/2013	
	64704	CALLE ALMONACID, 17	2	40,05	2	-	450,00 €	10/08/2015	
	46005	CALLE ALMONACID, 18	2	42,74	2	-	600,00 €	23/02/2012	
	56710	CALLE ALMONACID, 22	3	39,51	3	-	550,00 €	17/01/2014	
	40712	CALLE ALMONACID, 5	3	40	3	-	470,00 €	19/02/2013	
	58800	CALLE ALORA, 1	5	45,27	2	-	580,00 €	12/09/2013	
	63229	CALLE ALORA, 12	4	52	3	-	500,00 €	29/12/2014	
	28216	CALLE ALORA, 15	3	50,29	3	-	450,00 €	21/04/2015	
	47794	CALLE ALORA, 2	4	52	3	-	600,00 €	20/04/2012	
	50547	CALLE ALTO DEL LEON, 12	6	95	3	si	900,00 €	03/08/2012	
	30816	CALLE ALTO DEL LEON, 8	7	76,82	3	si	800,00 €	03/12/2012	
	45955	CALLE ANGELA GONZALEZ, 20	3	54	2	-	650,00 €	21/02/2012	
	52341	CALLE ANGELA GONZALEZ, 28	1	53,33	2	-	550,00 €	18/10/2012	
	58911	CALLE ANGELA GONZALEZ, 3	2	57	3	-	550,00 €	19/09/2013	
	54122	CALLE ANGELILLO, 1	1	73	3	-	600,00 €	09/01/2013	
	54406	CALLE ANGELILLO, 4	1	73,2	3	-	600,00 €	18/01/2013	
	43984	CALLE ANTONIO MAIRENA, 8	11	80	3	-	650,00 €	27/05/2015	
	48395	CALLE ARGENTE, 18	2		3	-	700,00 €	14/05/2012	
	63263	CALLE ARGENTE, 6	B	26	1	-	450,00 €	05/01/2015	
	50982	CALLE ARROYO DEL OLIVAR, 114	2	56	2	-	550,00 €	29/08/2012	
	48139	CALLE ARROYO DEL OLIVAR, 116	5	51	2	-	600,00 €	03/05/2012	
	60991	CALLE ARROYO DEL OLIVAR, 186	2	75	3	si	600,00 €	12/03/2014	
